grade,subject,official_topic,aliases,hours_70pct,week_start,week_end,confidence,source_count,source_type,source_url,source_note
5,Matematika,Transformacijos,transformacijos simetrija posūkis atspindys,5,15,17,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
5,Matematika,Plokščios figūros,geometrija kampai kampų rūšys kampų matavimas plokščios figūros daugiakampiai,7,17,19,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
5,Matematika,Erdvės figūros,erdvės figūros kūnas kubas gretasienis,5,18,20,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
5,Matematika,"Ploto, tūrio skaičiavimai",plotas tūris skaičiavimai,7,20,22,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
5,Matematika,Duomenys ir interpretavimas,duomenys diagramos lentelės interpretavimas statistika,4,21,23,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
5,Matematika,Tikimybės ir interpretavimas,tikimybė tikimybės interpretavimas,4,22,24,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
6,Matematika,Sveikieji skaičiai,neigiami skaičiai teigiami skaičiai sveikieji skaičiai racionalieji,10,1,3,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
6,Matematika,Veiksmai su sveikaisiais skaičiais,neigiami skaičiai veiksmai su teigiamais neigiamais sveikaisiais skaičiais,12,4,6,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
6,Matematika,Veiksmai su trupmenomis,trupmenų sudėtis atimtis daugyba dalyba prastinimas bendravardiklinimas veiksmai su trupmenomis,12,7,9,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
6,Matematika,Finansiniai skaičiavimai,procentai procento dalies radimas nuolaida finansinis raštingumas pinigai biudžetas,7,9,11,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
6,Matematika,Lygtys,lygtys lygtis vieno žingsnio dviejų žingsnių pirmojo laipsnio,9,11,13,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
6,Matematika,Tiesioginis proporcingumas,proporcijos proporcingumas santykiai tiesioginis proporcingumas,7,13,15,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
6,Matematika,Transformacijos,transformacijos simetrija posūkis atspindys,7,15,17,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
6,Matematika,Braižymas,braižymas kampai kampų matavimas lygiagrečios statmenos tiesės,5,16,18,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
6,Matematika,Plokščios figūros,geometrija kampai kampų rūšys plokščios figūros daugiakampiai,11,18,20,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
6,Matematika,Duomenys ir interpretavimas,duomenys diagramos lentelės interpretavimas statistika,6,20,22,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
6,Matematika,Tikimybės ir interpretavimas,tikimybė tikimybės interpretavimas,6,22,24,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
7,Matematika,Laipsnis su sveikuoju rodikliu,laipsnis laipsniai sveikasis rodiklis,10,1,3,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
7,Matematika,Finansiniai skaičiavimai,procentai procento dalies radimas finansinis raštingumas pinigai biudžetas,7,3,5,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
7,Matematika,Nelygybės,nelygybės nelygybė,12,5,7,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
7,Matematika,Atvirkštinis proporcingumas,proporcijos proporcingumas santykiai atvirkštinis proporcingumas,8,8,10,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
7,Matematika,Transformacijos,transformacijos simetrija posūkis atspindys,5,9,11,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
7,Matematika,Braižymas,braižymas kampai lygiagrečios statmenos tiesės,5,11,13,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
7,Matematika,Plokščios figūros,geometrija kampai kampų rūšys plokščios figūros daugiakampiai,12,13,15,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
7,Matematika,Erdvės figūros,erdvės figūros kūnai,9,15,17,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
7,Matematika,"Ploto, tūrio skaičiavimai",plotas tūris skaičiavimai,12,18,20,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
7,Matematika,Duomenys ir interpretavimas,duomenys diagramos lentelės interpretavimas statistika,6,20,22,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
7,Matematika,Tikimybės ir interpretavimas,tikimybė tikimybės interpretavimas,6,22,24,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Kvadratinė ir kubinė šaknys,kvadratinė šaknis kubinė šaknis šaknys,8,1,3,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Skaičių aibės,skaičių aibės realieji racionalieji iracionalieji,3,2,4,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Veiksmai su realiaisiais skaičiais,realieji skaičiai veiksmai realiaisiais,9,3,5,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Finansiniai skaičiavimai,procentai finansinis raštingumas mokesčiai pinigai biudžetas,5,5,7,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Raidiniai reiškiniai,raidiniai reiškiniai daugianariai greitosios daugybos formulės algebra,10,7,9,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Lygčių sistemos,lygčių sistemos lygtys sistema,10,10,12,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Tiesinis sąryšis,tiesinis sąryšis funkcija grafikas,4,11,13,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Transformacijos,transformacijos vektoriai poslinkis,4,12,14,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Braižymas,braižymas konstrukcijos,4,13,15,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Plokščios figūros,geometrija pitagoro teorema plokščios figūros,10,15,17,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Erdvės figūros,erdvės figūros kūnai,9,17,19,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,"Ilgio, ploto, tūrio skaičiavimai",ilgis plotas tūris skaičiavimai,5,19,21,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Duomenys ir interpretavimas,duomenys kvartiliai diagramos interpretavimas statistika,7,21,23,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
8,Matematika,Tikimybės ir interpretavimas,tikimybė tikimybės interpretavimas,6,22,24,78,1,NŠA oficialus pavyzdinis ilgalaikis planas,https://emokykla.lt/upload/files/2023/09/11/matematikos-bp-pagrindinio-ugdymo-ir-2023-08-31.pdf,"Langas išvestas iš oficialiame pavyzdiniame plane pateiktos temų sekos ir valandų skaičiaus; planas preliminarus, mokytojas gali koreguoti."
